|Sentiment|,|TweetText|
|irrelevant|,|Today very cheap for Patio Furniture San Anton http://t.co/Sd3i1bjm@Plastic @Apple @Bags|
|irrelevant|,|Causando na loja da @apple|
|irrelevant|,|Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler|
|irrelevant|,|Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler|
|irrelevant|,|Find more the best Cyst On Knee deal.Check price of best Cyst On Knee and offers now. http://t.co/qzYnNuvI@Automatic @Apple|
|irrelevant|,|Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple|
|irrelevant|,|Do not check other site for Ed Hardy Black Long Sl http://t.co/hengQGqp@Unlocked @Apple @Touch @Phones|
|irrelevant|,|Esperaba mas de &quot;IOS 5&quot; @Apple|
|irrelevant|,|Hello you are find Mesh Jacket Motorcycle? Our site have more Mesh http://t.co/tYg4Ualc@Ace @Hardware @Apple @Pee|
|irrelevant|,|to reiniciando meu computador. ó as idéia @apple|
|irrelevant|,|Buy more products of Hemp Jewelry Instructions now.Free ship http://t.co/928bPS4t@Lehmans @Apple @Peeler|
|irrelevant|,|@rogriffo VC Viu ontem A @Apple Estava dando IPhone 3 No Site dos estados Unidos|
|irrelevant|,|Sabias que.... RT @MkDirecto Los usuarios del #iPad desayunan y cenan con la #tableta de @Apple: http://t.co/eYXCQQmK|
|irrelevant|,|Today very cheap for Hemp For Fuel.And Free shipping for Hemp For Fuel too. http://t.co/8gyJLbMW@Farberware @Apple @Peeler|
|irrelevant|,|Discount Hemp Knots today.Cheap price too.Save money for best Hemp Knots. http://t.co/9H3jopLq@Avanti @Apple @Peeler|
|irrelevant|,|Today very cheap for 2198597 Icemaker.And Free shipping for 2198597 Icemaker too. http://t.co/6CLkWAiO@French @Apple @Peeler|
|positive|,|RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung|
|positive|,|The new Nexus looks good! UI feel a bit confusing but I guess Android users are ok with that! Now|
|positive|,|Very nice trivia game by #Google. Helps you use their search better http://t.co/ikN087ZE|
|positive|,|Very nice trivia game by #Google. Helps you use their search better http://t.co/c5Tu3dZK #fb|
|positive|,|Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU|
|positive|,|#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google|
|positive|,|@Tita_Ramos #Google it =)|
|positive|,|RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA|
|positive|,|Me too RT @MohamedG: Exciting day|
|positive|,|WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.|
|positive|,|hahaha integrated data usage manager... in sucha brilliant way|
|positive|,|I fancy an Ice Cream Sandwich #google #android. Wonder it will works on my HTC Desire?|
|positive|,|Google Ice Cream Sandwich - sounds yummy!  What do you think? http://t.co/gMsgXcq8|
|positive|,|#Google Me!!!!!!!!|
|positive|,|Exciting day|
|positive|,|Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/mSWX6Eo6   #android #google #nexus #BigMAMA|
|positive|,|@Bla1ze I was referring to #Google & #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI|
|positive|,|http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus|
|positive|,|#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1|
|positive|,|#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF|
|positive|,|#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics|
|positive|,|RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android|
|positive|,|[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+|
|positive|,|RT @Assim99: Dear #Google|
|positive|,|RT @shagorikah: Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t. ...|
|positive|,|Sorry #Apple #Google and #Samsung just made you look bad. #Android is king|
|positive|,|Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV|
|positive|,|#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia|
|positive|,|Not impressed much with the new Android update. But good signs: a readable font|
|positive|,|Video: #Google wallet|
|positive|,|When I'm about to tweet something and I cant remember how to spell I go straight to #Google|
|positive|,|Dear #Google|
|positive|,|#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!|
|positive|,|Maybe not the most efficient way to browse|
|positive|,|@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook|
|positive|,|Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn|
|positive|,|I agree with @wellis68 that the Hangouts on #Google+ are friggin' awesome!”|
|positive|,|#google #galaxynexus #icecream great|
|positive|,|Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google|
|positive|,|#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google|
|positive|,|Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)|
|positive|,|#google+ (: lovin it|
|positive|,|Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+|
|positive|,|RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus|
|positive|,|I want the new #google #galaxynexus. Android 4.0 is going to be the fucks|
|positive|,|#Google #Nexus press conference http://t.co/2WV01o5v #slick|
|positive|,|S/O to #google for getting me through high school and college....you are appreciated|
|positive|,|iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space|
|positive|,|@immad_immad #google|
|positive|,|@VentureBeat I like the #google virtual bookcase thank you for sharing|
|positive|,|#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone|
|positive|,|#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is A Pleasure To Read http://t.co/DJsp2G5B #DhilipSiva|
|positive|,|Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.|
|positive|,|I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/lpuc3xot vía @AddThis|
|positive|,|... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google|
|positive|,|i love #google|
|positive|,|#Google is the best invention ever!!|
|positive|,|Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google|
|positive|,|i need a hookup|
|positive|,|well.....#google's #icecreamsandwich and new accompanying phone are|
|positive|,|#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva|
|positive|,|Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich|
|positive|,|So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus|
|positive|,|#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google|
|positive|,|Check this video out -- Introducing Galaxy Nexus. Simple|
|positive|,|Cream on the inside|
|positive|,|#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2|
|positive|,|RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...|
|positive|,|brilliant WebGL Bookcase #google http://t.co/CR3A6k9U|
|positive|,|#Google's like my wife - searches things for me and completes my sentences.|
|positive|,|#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple|
|positive|,|http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android|
|irrelevant|,|Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??|
|irrelevant|,|#YahooAnswers #Google y #Wikipedia son parte del staff de Dios|
|irrelevant|,|#Google stellt #Android 4.0 Ice Cream Sandwich offiziell vor|
|irrelevant|,|#google обьявил об обновлении #Nexus_S  до #ICS . Ждем порта 4.0 на #SGS .|
|irrelevant|,|RT @OliPalko: RT @ishpconsult Der langsame Tod von SEO #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/SSdxjoWd|
|irrelevant|,|Microsoft Word - Ch 3 Solutions IE done pdf ebook:  http://t.co/h4X0gHBl #google|
|irrelevant|,|Echelon Quality Management System pdf ebook:  http://t.co/OudMwlne #google|
|irrelevant|,|Microsoft Word - Ch 3 Solutions IE done pdf ebook:  http://t.co/nZTGU900 #google|
|irrelevant|,|Echelon Quality Management System pdf ebook:  http://t.co/sPVYoB8r #google|
|irrelevant|,|#google Actualité Google Panda: Arrivé pendant l'été 2011 en France|
|irrelevant|,|ahora si|
|irrelevant|,|GMusic une Google Music con Apple iOS [Apps] #Apple #Google #iOS http://t.co/k2T4ztCY|
|irrelevant|,|Das neue #Google #Galaxy #Nexus haut mich nicht so sehr vom Hocker. Ist meiner Meinung nach nur ein wenig besser als das #SGS2.|
|irrelevant|,|Samsung и Google представили новый смартфон Galaxy Nexus http://t.co/x1i0MXhA #samsung #google|
|irrelevant|,|Jetzt gerade angeschaut und +1t  #adwords #guide #google #adwords #guide http://t.co/S87lNq2u|
|irrelevant|,|AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads|
|irrelevant|,|AsiaClassifiedToday: TH Peng Joins Grey as Chairman and CEO of Grey Greater China - MarketWat... http://t.co/Hd4pi9lM #asia #google #ads|
|irrelevant|,|AsiaClassifiedToday: YHOO Q3 Conf Call: $20.4B Asian Assets|
|irrelevant|,|AsiaClassifiedToday: AdAsia 2011: A heavy dose for the creative minds - http://t.co/ZJ9k6FW6: A... http://t.co/BVaY8XPB #asia #google #ads|
|irrelevant|,|AsiaClassifiedToday: Point Park summit reflects Asian culture - The Globe: Point Park summit ... http://t.co/fBdw211P #asia #google #ads|
|irrelevant|,|@DaphneDijkerman Wat let je om die vraag te stellen bij Blik op de weg|
|irrelevant|,|RT @oli2be: For Twitter|
|irrelevant|,|#Google no compartirá las consultas de búsquedas con otros sitios web http://t.co/fNPiO6wz|
|irrelevant|,|“جوجل” تطلق “Android Ice Cream Sandwich” ومفاجأة لمستخدمي “Android 2.3″ @7ki3arabi http://t.co/Ytx4jHZm #google #android|
|irrelevant|,|“@rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/HvtFSCXz” сэндвич!?|
|irrelevant|,|ну собственно|
|irrelevant|,|بشكل عام أرى أنه مؤتمر مخيب للآمال مثل مؤتمر آبل، لا جديد من ناحية الهاردوير، والسوفتوير مشابه لأندرويد 3.0 #Samsung #Google #Android|
|irrelevant|,|RT @ishpconsult Der langsame Tod von SEO #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/SSdxjoWd|
|irrelevant|,|#Google Phil Hellmuth and Sam Farha – poker fight: http://t.co/vwaiQDlT – Cost-free Poker University with... http://t.co/F9A0NJnX #wikileaks|
|irrelevant|,|RT @LoyaltyFamU: ] #money #jobs Network Accounts Submit Or Propose ur bids now http://t.co/YF8fmEaH via: #google @LoyaltyFamU|
|irrelevant|,|Salut les twittos! Un petit résumé de cet conf' ? :) #ICS #GOOGLE|
|irrelevant|,|RT @ijnetEs: Cinco herramientas de #Google que todo periodista debe conocer. http://t.co/ELypfnyG #periodismodigital|
|irrelevant|,|#Google Google Event: Ice Cream Sandwich (Caschys Blog): ... Widgets lassen sich jetzt auch unter [...] XING-Pro... http://t.co/Ozqy3UG4|
|irrelevant|,|#Google Google und Samsung stellen das Galaxy Nexus und Android Ice Cream Sandwich offiziell vor (mobiFlip.de): ... http://t.co/0cckAp5E|
|irrelevant|,|@Vusala_Abidin xeyirli ugurlu olsun.amma deyen ciddi yenilik yoxdu. #google #nexus #android|
|irrelevant|,|Le #GalaxyNexus fait bien envie... Mais bizarrement ça me gêne qu'il y soit marqué #Google au dos.|
|irrelevant|,|نتائج مؤتمر قوقل وسامسونج: جهاز سامسونج جالكسي نكسوس 1.2دول كور وشاشة 4.65 إتش دي، نظام تشغيل قوقل أندرويد 4.0، #Samsung #Google #Android|
|irrelevant|,|Crea #Google #librero virtual infinito : El sitio WebGL Bookcase despliega el acervo de #libros .. http://t.co/Y6E1tuvi|
|irrelevant|,|Presentado Oficialmente Android 4.0 ICS ~ ANDROIDVZLA http://t.co/adQYCOdD #android #androidvzla #google #ICS|
|irrelevant|,|RT @ishpconsult: Der langsame Tod von SEO?? #Google-Suche  für eingeloggte User verschlüsselt - http://t.co/OlORx2Pc #marketing  #search...|
|irrelevant|,|Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google|
|irrelevant|,|#google Jeux d’été 2012 robes du soir 57e empire: Jeux d’été 2012 robes Empire robe de soirée|
|irrelevant|,|#google JL – Fashion GmbH|
|irrelevant|,|#google Tutoriel: Comment faire une fermeture à glissière de fleurs: Ce que vous avez besoin: l’aigui... http://t.co/nMmedAlW #wikileaks|
|irrelevant|,|Non mais WTF !? RT @Twikito Google passe en HTTPS|
|irrelevant|,|Интересно|
|irrelevant|,|Samsung и Google представили новый смартфон Galaxy Nexus http://t.co/ou1aoGK6 #google #nexus #android|
|irrelevant|,|Irgendwie dann doch enttäuschend|
|irrelevant|,|Mit einfachen Mittel gegen #Facebook & #Google+|
|irrelevant|,|Už vím|
|irrelevant|,|Para el que le interese saber las características del nuevo cel que me compraré http://t.co/4JjjCqdJ El #galaxynexus de #google|
|irrelevant|,|#Google станет еще безопаснее http://t.co/rXRcc1MB|
|irrelevant|,|Novedades #Google: resultados en inglés traducidos y SSL por defecto para los usuarios registrados http://t.co/LCbQk2fw golpe a #Analytics|
|irrelevant|,|Hay que darse prisa en conocer el fenómeno web... Acabará en tres ... - El… http://t.co/ynksEeUN #google|
|irrelevant|,|VIDEO: Een online check-out in een webwinkel in ‘In Real Life’ #google #webshop http://t.co/kGw54MaC|
|irrelevant|,|#Google kondigt #Android Ice Cream Sandwich aan http://t.co/3VT22WNY #ics|
|irrelevant|,|Zapatero (#Google): Hay que darse prisa en conocer el fenómeno #web|
|irrelevant|,|Der langsame Tod von SEO?? #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/czsosVGp #socialmedia #marketing  #search #seo|
|irrelevant|,|Der langsame Tod von SEO?? #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/1Gop6W4r #socialmedia #marketing  #search #seo|
|irrelevant|,|Galaxy Nexus: Google-Handy mit HD-Display und Android 4.0 - Heise Newsticker http://t.co/a4WBqmc9 #Google|
|irrelevant|,|AsiaClassifiedToday: Parkson to list retail arm in S$200 mln Singapore IPO-source - Reuters: Parks... http://t.co/AadDaQA7 #asia #google|
|irrelevant|,|AsiaClassifiedToday: Asia Family Offices to Triple|
|irrelevant|,|AsiaClassifiedToday: SE Asia and Singapore lead Asia Pacific region in business travel - Forimmedi... http://t.co/Jdvas9rH #asia #google|
|irrelevant|,|AsiaClassifiedToday: Parkway Novena Hospital to offer premier healthcare service in Asia - The Bor... http://t.co/50KmorZm #asia #google|
|irrelevant|,|AsiaClassifiedToday: ITB Asia opens in Singapore - eTurboNews: eTurboNewsITB Asia opens in Singapo... http://t.co/vlL4NZc6 #asia #google|
|irrelevant|,|#Google начал масштабную зачистку сервисов http://t.co/1vRAuo8S|
|irrelevant|,|Поиск от #Google станет еще безопаснее http://t.co/Hmo2qDKO|
|irrelevant|,|Coole 2-minuten VIDEO: Een online check-out in een webwinkel in ‘In Real Life’ #google #webshop http://t.co/E4SnmZtL|
|irrelevant|,|@studiodev aha :) et qui est ce qui va remonter dans les résultats #google ? :p|
|irrelevant|,|Características Samsung Galaxy Prime con Android ICS 4.0 ~ ANDROIDVZLA http://t.co/LmbrSC4Y #android #androidvzla #google #ICS|
|irrelevant|,|#google Google anuncia Galaxy Nexus com Android 4.0 http://t.co/WplTBVS3 http://t.co/WsfevVd4|
|irrelevant|,|http://t.co/RqjtztR3 // muy buen experimento de #google|
|irrelevant|,|#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em… http://t.co/pfzUy1i2|
|irrelevant|,|#Samsung y #Google contraatacan a #Apple con el nuevo Nexus Prime http://t.co/xHvncznB vía @cincodiascom #android #tecnología|
|irrelevant|,|Impatient de voir arriver Ice Cream Sandwich sur mon #SGS2 :) #ics #google #samsung|
|irrelevant|,|#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ...  #de #google #en http://t.co/cFmZOejW|
|irrelevant|,|#Tyfusverspreiding zichtbaar op #Google #Earth http://t.co/49jIucI9 #nuandroid|
|irrelevant|,|RT @twandroid: Et de 3 #fails|
